"Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","CouncilArea","Lattitude","Longtitude"
"Hadfield","24A South St","4","h",750074,"SP","Eview","19-11-16",12.1,"3046","4","2","1",302,146.922448979592,"Moreland",-37.7149,144.9474
"Hadfield","35 Angus St","3","h",591000,"S","Brad","22-05-16",12.1,"3046","3","1","1",557,146.922448979592,"Moreland",-37.7079,144.9432
"Hadfield","19 Barbara St","3","h",550000,"SP","Brad","22-05-16",12.1,"3046","3","1","3",610,142,"Moreland",-37.7107,144.9419
"Hadfield","13 Gish Ct","5","h",800000,"VB","YPA","23-04-16",12.1,"3046","5","2","1",808,146.922448979592,"Moreland",-37.7091,144.9491
"Hadfield","42 West St","3","h",725000,"S","Brad","24-09-16",12.1,"3046","3","2","4",560,146.922448979592,"Moreland",-37.7136,144.9374
"Hadfield","28 Gish Ct","4","h",815000,"S","Barry","25-02-17",12.1,"3046","4","2","2",672,146.922448979592,"Moreland",-37.7083,144.9495
"Hadfield","92 West St","2","h",715888,"S","Barry","25-02-17",12.1,"3046","2","1","1",613,92,"Moreland",-37.7099,144.938
"Hadfield","119 Middle St","4","h",650000,"S","Barry","26-07-16",12.1,"3046","4","1","4",588,146.922448979592,"Moreland",-37.7096,144.9404
"Hadfield","2/91 East St","3","h",480000,"PI","Stockdale","27-06-16",12.1,"3046","3","1","2",631.715909090909,146.922448979592,"Moreland",-37.7081,144.9261
"Hadfield","3 Charles St","3","h",1102000,"S","Stockdale","27-11-16",12.1,"3046","3","1","2",1020,146.922448979592,"Moreland",-37.709,144.9434
"Hadfield","25 East St","2","h",515000,"S","D'Aprano","27-11-16",12.1,"3046","2","1","2",345,79,"Moreland",-37.7128,144.9496
"Hadfield","14 Sutherland St","3","h",716000,"S","Nelson","27-11-16",12.1,"3046","3","1","2",594,146.922448979592,"Moreland",-37.709,144.9483
"Hadfield","38 Tassell St","2","h",640000,"SP","YPA","27-11-16",12.1,"3046","2","1","1",612,146.922448979592,"Moreland",-37.7109,144.9389
"Hadfield","21 Volga St","2","h",460000,"S","Barry","27-11-16",12.1,"3046","2","1","4",360,146.922448979592,"Moreland",-37.7074,144.9407
"Hampton","38 Myrtle Rd","4","h",2800000,"S","Nick","03-09-16",13.7,"3188","3","3","2",701,320,"Bayside",-37.9419,145.0152
"Hampton","36 Thomas St","4","h",3250000,"S","hockingstuart","03-09-16",13.7,"3188","4","3","2",928,300,"Bayside",-37.9389,145.0062
"Hampton","27 David St","2","h",1871000,"S","Buxton","03-12-16",13.7,"3188","2","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton","6 Earlsfield Rd","4","h",2140000,"S","Hodges","03-12-16",13.7,"3188","4","2","3",688,187,"Bayside",-37.9319,145.0173
"Hampton","3 Kendall St","4","h",1600000,"VB","Marshall","03-12-16",13.7,"3188","4","2","2",607,242,"Bayside",-37.9324,145.0235
"Hampton","24A Smith St","3","h",1003500,"S","Ray","03-12-16",13.7,"3188","3","1","2",289,109,"Bayside",-37.9338,145.0226
"Hampton","78 Thomas St","4","h",1686500,"S","Hodges","03-12-16",13.7,"3188","4","2","2",664,225.061224489796,"Bayside",-37.9394,145.0099
"Hampton","2/524 Bluff Rd","5","h",1400000,"VB","hockingstuart","04-03-17",13.7,"3188","5","2","2",434,168,"Bayside",-37.9361,145.0243
"Hampton","8 Bronte Ct","3","h",1560000,"PI","Hodges","04-03-17",13.7,"3188","3","1","3",593,125,"Bayside",-37.9399,145.0204
"Hampton","35 Teddington Rd","3","h",1715000,"S","Buxton","04-03-17",13.7,"3188","3","1","2",765,225.061224489796,"Bayside",-37.9358,145.018
"Hampton","131 Linacre Rd","4","h",1680000,"S","hockingstuart","06-08-16",13.7,"3188","4","1","1",723,90,"Bayside",-37.9437,145.0175
"Hampton","139 Linacre Rd","5","h",2520000,"S","Buxton","06-08-16",13.7,"3188","5","4","2",661,225.061224489796,"Bayside",-37.9438,145.0184
"Hampton","66a Thomas St","3","h",1120000,"S","hockingstuart","07-05-16",13.7,"3188","4","2","3",373,113,"Bayside",-37.9395,145.0088
"Hampton","5 Lagnicourt St","3","h",1530000,"S","hockingstuart","07-11-16",13.7,"3188","3","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton","4 Bendigo St","4","h",3200000,"VB","Hodges","10-09-16",13.7,"3188","4","3","3",760,325,"Bayside",-37.9326,144.9997
"Hampton","43 Fewster Rd","4","h",1250000,"PI","Hodges","10-09-16",13.7,"3188","4","3","2",398,220,"Bayside",-37.9381,145.0161
"Hampton","30 Holyrood St","4","h",2420000,"S","RT","10-09-16",13.7,"3188","3","3","2",560,225.061224489796,"Bayside",-37.9333,144.9977
"Hampton","54 Linacre Rd","4","h",2000000,"PI","hockingstuart","10-09-16",13.7,"3188","4","3","4",615,248,"Bayside",-37.9429,145.0072
"Hampton","22 Margarita St","4","h",2880000,"S","Marshall","10-09-16",13.7,"3188","4","3","2",687,225.061224489796,"Bayside",-37.9312,144.9997
"Hampton","42 Myrtle Rd","5","h",1805000,"S","Buxton","10-09-16",13.7,"3188","4","2","2",700,224,"Bayside",-37.9419,145.0156
"Hampton","50 Earlsfield Rd","4","h",1460000,"SP","Buxton","10-12-16",13.7,"3188","4","2","2",487,225.061224489796,"Bayside",-37.9356,145.0166
"Hampton","14 James Cr","2","h",905000,"PI","Hodges","10-12-16",13.7,"3188","2","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton","73 Linacre Rd","3","h",1403000,"S","Hodges","10-12-16",13.7,"3188","3","1","2",495,225.061224489796,"Bayside",-37.9428,145.0092
"Hampton","70 Teddington Rd","3","h",1682000,"S","Buxton","10-12-16",13.7,"3188","3","1","1",767,225.061224489796,"Bayside",-37.9365,145.022
"Hampton","344 Hampton St","4","h",1875000,"PI","Hodges","11-02-17",13.7,"3188","4","2","3",685,225.061224489796,"Bayside",-37.9412,145.0021
"Hampton","310 Hampton St","4","h",2600000,"S","Hodges","12-06-16",13.7,"3188","3","1","2",1504,162,"Bayside",-37.944,145.0015
"Hampton","18 Kingston St","4","h",2400000,"PI","Nick","12-11-16",13.7,"3188","4","2","2",663,225.061224489796,"Bayside",-37.9323,145.0137
"Hampton","65 Linacre Rd","5","h",3470000,"SP","Marshall","12-11-16",13.7,"3188","5","3","4",670,413,"Bayside",-37.9427,145.0085
"Hampton","118 Ludstone St","2","h",1615000,"SA","Chisholm","12-11-16",13.7,"3188","2","1","1",801,225.061224489796,"Bayside",-37.9348,145.0162
"Hampton","29 Olive St","4","h",1450000,"S","Buxton","12-11-16",13.7,"3188","4","2","3",450,225.061224489796,"Bayside",-37.9341,145.02
"Hampton","7 Austin Rd","3","h",1050000,"S","Hodges","15-10-16",13.7,"3188","3","2","2",357,120,"Bayside",-37.9449,145.0144
"Hampton","63 Beach Rd","2","h",1690000,"S","Buxton","15-10-16",13.7,"3188","2","1","1",319,225.061224489796,"Bayside",-37.9409,145.0001
"Hampton","1/33 Holyrood St","3","h",1460000,"S","Buxton","15-10-16",13.7,"3188","3","2","2",413,137,"Bayside",-37.933,144.9975
"Hampton","26 Teddington Rd","3","h",1620000,"SP","Buxton","15-10-16",13.7,"3188","3","1","2",783,225.061224489796,"Bayside",-37.9359,145.017
"Hampton","39 Thorburn St","3","h",910000,"S","Chisholm","15-10-16",13.7,"3188","3","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton","2b Carolyn St","3","h",1420000,"S","hockingstuart","16-07-16",13.7,"3188","3","2","2",277,225.061224489796,"Bayside",-37.9393,145.0226
"Hampton","12 Foam St","4","h",2400000,"S","Marshall","17-09-16",13.7,"3188","4","2","4",802,225.061224489796,"Bayside",-37.9379,145.0067
"Hampton","29 Thomas St","5","h",3075000,"S","Marshall","17-09-16",13.7,"3188","3","2","2",830,204,"Bayside",-37.9386,145.006
"Hampton","75 Crisp St","5","h",3201000,"S","Marshall","18-03-17",13.7,"3188","5","3","2",760,225.061224489796,"Bayside",-37.9416,145.0107
"Hampton","30 James Cr","3","h",950000,"VB","C21","18-03-17",13.7,"3188","3","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton","16 Smith St","5","h",2600000,"PI","Hodges","18-03-17",13.7,"3188","5","4","2",1000,324,"Bayside",-37.9332,145.0226
"Hampton","3 Smith St","2","h",1465000,"S","Marshall","18-03-17",13.7,"3188","2","1","2",581,225.061224489796,"Bayside",-37.9323,145.0225
"Hampton","70 Highett Rd","5","h",1705000,"PI","Buxton","18-06-16",13.7,"3188","5","2","2",648,364,"Bayside",-37.946,145.0181
"Hampton","5a James Cr","3","h",1271000,"S","Hodges","18-06-16",13.7,"3188","3","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton","11 Kerferd St","3","h",1610000,"S","Nick","18-06-16",13.7,"3188","3","1","2",569,225.061224489796,"Bayside",-37.9419,145.01
"Hampton","21 Kerferd St","3","h",1625000,"S","Nick","18-06-16",13.7,"3188","3","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton","58 Teddington Rd","3","h",1320000,"S","hockingstuart","18-06-16",13.7,"3188","3","2","2",320,225.061224489796,"Bayside",-37.9364,145.021
"Hampton","29 Grenville St","3","h",1450000,"S","RT","19-11-16",13.7,"3188","3","2","2",413,225.061224489796,"Bayside",-37.9352,145.0009
"Hampton","6 Valerian St","4","h",1515000,"S","hockingstuart","19-11-16",13.7,"3188","4","2","0",611,613,"Bayside",-37.9446,145.0201
"Hampton","107 Willis St","5","h",2980000,"S","hockingstuart","19-11-16",13.7,"3188","5","3","2",694,323,"Bayside",-37.9372,145.0101
"Hampton","50 Holyrood St","4","h",2200000,"PI","Hodges","23-04-16",13.7,"3188","4","3","4",583,305,"Bayside",-37.9336,144.9999
"Hampton","53 Bridge St","4","h",3325000,"S","Marshall","25-02-17",13.7,"3188","4","3","2",627,303,"Bayside",-37.9449,145.0068
"Hampton","1 Ivison Wy","3","h",910000,"PI","Buxton","25-02-17",13.7,"3188","3","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton","64 Earlsfield Rd","4","h",1460000,"S","Buxton","27-06-16",13.7,"3188","4","3","2",562,228,"Bayside",-37.9369,145.0163
"Hampton","10 Talbot St","4","h",2800000,"VB","RT","27-06-16",13.7,"3188","4","3","2",1093,225.061224489796,"Bayside",-37.9345,145
"Hampton","8 Lagnicourt St","4","h",2410000,"S","Marshall","27-11-16",13.7,"3188","4","2","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton","49 Service St","4","h",1740000,"S","Marshall","27-11-16",13.7,"3188","4","3","2",414,209,"Bayside",-37.9401,145.0083
"Hampton","136 Thomas St","1","h",2450000,"S","Buxton","27-11-16",13.7,"3188","1","2","0",994,225.061224489796,"Bayside",-37.94,145.0151
"Hampton","15 Avelin St","4","h",1800000,"S","RT","28-05-16",13.7,"3188","4","2","1",667,184,"Bayside",-37.9315,145.0109
"Hampton","2/22 Fewster Rd","3","h",1105000,"S","hockingstuart","28-05-16",13.7,"3188","3","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton","9a Field St","4","h",1200000,"VB","Nick","28-05-16",13.7,"3188","4","2","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton","41 Orlando St","4","h",2160000,"S","hockingstuart","28-05-16",13.7,"3188","4","2","1",577,231,"Bayside",-37.9382,144.9997
"Hampton","19a Swyer St","3","h",1050000,"PI","Hodges","28-05-16",13.7,"3188","3","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton","17 Bayside Cr","3","h",1880000,"S","Marshall","28-08-16",13.7,"3188","3","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton","6 Highett Rd","3","h",1800000,"S","Buxton","28-08-16",13.7,"3188","2","2","2",920,225.061224489796,"Bayside",-37.9452,145.0113
"Hampton","38 Orlando St","3","h",2439500,"S","Hodges","28-08-16",13.7,"3188","3","2","2",662,225.061224489796,"Bayside",-37.9384,145.0002
"Hampton","52 Service St","4","h",2250000,"S","Buxton","28-08-16",13.7,"3188","5","2","2",647,260,"Bayside",-37.9407,145.0104
"Hampton","18 Kanowna St","4","h",2130000,"S","hockingstuart","30-07-16",13.7,"3188","4","2","2",714,188,"Bayside",-37.9446,145.0092
"Hampton East","20 Highbury Av","4","h",1525000,"S","Marshall","03-09-16",14.5,"3188","4","2","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton East","9 Widdop Cr","3","h",1081000,"S","Charlton","04-06-16",14.5,"3188","3","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton East","17 Wishart St","3","h",952000,"S","Hodges","12-11-16",14.5,"3188","3","2","2",246,225.061224489796,"Bayside",-37.9356,145.0268
"Hampton East","27 Charming St","3","h",1255000,"S","Hodges","13-08-16",14.5,"3188","3","2","2",614,225.061224489796,"Bayside",-37.9346,145.0302
"Hampton East","33 Widdop Cr","3","h",1225000,"S","Buxton","16-04-16",14.5,"3188","3","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton East","24 Apex Av","3","h",939000,"SP","Buxton","18-03-17",14.5,"3188","3","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hampton East","1/23 Wickham Rd","3","h",926000,"S","Buxton","18-06-16",14.5,"3188","2","2","2",393,140,"Bayside",-37.9431,145.0267
"Hampton East","4 Besant St","3","h",1070000,"S","Hodges","19-11-16",14.5,"3188","3","1","3",583,106,"Bayside",-37.9428,145.0296
"Hampton East","31 Warland Rd","3","h",1471000,"S","McGrath","25-02-17",14.5,"3188","3","2","2",732,225.061224489796,"Bayside",-37.9362,145.0339
"Hampton East","3 Besant St","2","h",830000,"PI","Buxton","27-06-16",14.5,"3188","2","1","2",658,225.061224489796,"Bayside",-37.9426,145.03
"Hampton East","2 Harry St","3","h",1195000,"S","Ray","27-11-16",14.5,"3188","3","1","2",601,225.061224489796,"Bayside",-37.9386,145.0317
"Hampton East","29 Wickham Rd","3","h",1300000,"S","Buxton","28-05-16",14.5,"3188","3","2","2",586,150,"Bayside",-37.9431,145.0274
"Hampton East","18 Charming St","4","h",1416000,"S","Buxton","28-08-16",14.5,"3188","4","2","2",575,225.061224489796,"Bayside",-37.9343,145.0303
"Hampton East","7 Summit Av","3","h",1300000,"S","Buxton","28-08-16",14.5,"3188","3","1","2",618.148936170213,225.061224489796,"Bayside",-37.9382,145.011505
"Hawthorn","6a Scott St","4","h",1650000,"PI","Jellis","03-09-16",4.6,"3122","4","2","2",317,210,"Boroondara",-37.8344,145.0422
"Hawthorn","49 Berkeley St","3","h",5100000,"S","Jellis","03-12-16",4.6,"3122","3","2","3",1038,198.380952380952,"Boroondara",-37.8332,145.0366
"Hawthorn","4 Bowen St","4","h",2670000,"S","Jellis","03-12-16",4.6,"3122","4","2","1",336,235,"Boroondara",-37.8183,145.0371
"Hawthorn","23 Elgin St","3","h",1480000,"S","Jellis","03-12-16",4.6,"3122","3","1","0",228,116,"Boroondara",-37.8157,145.0263
"Hawthorn","4 Lawes St","3","h",1575000,"S","Jellis","04-06-16",4.6,"3122","3","1","2",492.922077922078,198.380952380952,"Boroondara",-37.81979,145.03252
"Hawthorn","23 Melville St","2","h",1155000,"S","Jellis","04-06-16",4.6,"3122","2","1","2",235,198.380952380952,"Boroondara",-37.8153,145.0231
"Hawthorn","7 Brook St","3","h",2000000,"S","Nelson","06-08-16",4.6,"3122","3","2","1",460,176,"Boroondara",-37.8155,145.019
"Hawthorn","14 Malmsbury St","3","h",1420000,"S","Marshall","07-05-16",4.6,"3122","3","1","0",218,108,"Boroondara",-37.8214,145.0437
"Hawthorn","530 Burwood Rd","3","h",1300000,"S","Marshall","08-10-16",4.6,"3122","3","2","1",341,155,"Boroondara",-37.8236,145.0425
"Hawthorn","44 College St","3","h",1300000,"S","Nelson","08-10-16",4.6,"3122","3","1","0",232,90,"Boroondara",-37.8173,145.0252
"Hawthorn","6 Salisbury Gr","3","h",1741000,"S","Marshall","10-09-16",4.6,"3122","3","1","1",383,109,"Boroondara",-37.8155,145.0385
"Hawthorn","18 Violet Gr","3","h",2325000,"S","Jellis","10-09-16",4.6,"3122","3","2","1",373,198.380952380952,"Boroondara",-37.8281,145.0391
"Hawthorn","3 Camden Rd","2","h",2920000,"S","Jellis","10-12-16",4.6,"3122","2","1","3",791,198.380952380952,"Boroondara",-37.8251,145.0385
"Hawthorn","1/9 Kinkora Rd","3","h",1510000,"S","Marshall","10-12-16",4.6,"3122","3","2","2",264,198.380952380952,"Boroondara",-37.8163,145.0301
"Hawthorn","3 Randolph St","3","h",2065000,"S","Jellis","12-06-16",4.6,"3122","3","1","1",351,150,"Boroondara",-37.8165,145.021
"Hawthorn","16 Pine St","3","h",1712000,"S","Marshall","12-11-16",4.6,"3122","3","1","1",342,130,"Boroondara",-37.814,145.0212
"Hawthorn","10 Oak St","4","h",3225000,"S","Jellis","13-08-16",4.6,"3122","4","2","2",665,220,"Boroondara",-37.814,145.0175
"Hawthorn","4 Falmouth St","2","h",1828500,"S","Jellis","15-10-16",4.6,"3122","2","1","0",243,198.380952380952,"Boroondara",-37.8202,145.0409
"Hawthorn","4 Ardene Ct","5","h",3950000,"S","Jellis","16-04-16",4.6,"3122","4","2","3",1236,340,"Boroondara",-37.8257,145.0321
"Hawthorn","23 Edgerton St","4","h",1936000,"S","Kay","17-09-16",4.6,"3122","4","2","1",218,173,"Boroondara",-37.8142,145.0252
"Hawthorn","2 Fordholm Rd","5","h",4250000,"PI","Marshall","17-09-16",4.6,"3122","5","4","3",1275,435,"Boroondara",-37.8291,145.0308
"Hawthorn","1 College St","3","h",1560000,"PI","Jellis","18-03-17",4.6,"3122","3","2","0",198,148,"Boroondara",-37.8169,145.0234
"Hawthorn","36 College St","2","h",2265000,"S","Morrison","18-03-17",4.6,"3122","2","1","1",460,198.380952380952,"Boroondara",-37.8173,145.0248
"Hawthorn","6 Dean Av","4","h",4300000,"S","Marshall","18-03-17",4.6,"3122","4","2","2",492.922077922078,198.380952380952,"Boroondara",-37.81979,145.03252
"Hawthorn","1B Hepburn St","3","h",1780000,"SP","Jellis","18-03-17",4.6,"3122","3","3","2",88,178,"Boroondara",-37.824,145.0427
"Hawthorn","3/8 Simpson Pl","3","h",1995000,"S","Sotheby's","18-03-17",4.6,"3122","3","1","2",492.922077922078,198.380952380952,"Boroondara",-37.81979,145.03252
"Hawthorn","50 Kinkora Rd","4","h",5050000,"VB","Kay","19-11-16",4.6,"3122","4","4","2",905,373,"Boroondara",-37.8168,145.0321
"Hawthorn","4A Simpson Pl","3","h",1180000,"S","Jellis","19-11-16",4.6,"3122","3","1","3",218,92,"Boroondara",-37.8176,145.0204
"Hawthorn","466 Auburn Rd","4","h",1800000,"SP","Noel","22-08-16",4.6,"3122","3","2","4",601,158,"Boroondara",-37.839,145.0418
"Hawthorn","5 Wattle Gr","3","h",1855000,"S","Marshall","22-08-16",4.6,"3122","3","1","1",304,125,"Boroondara",-37.8253,145.0287
"Hawthorn","23 William St","3","h",1377000,"S","Jellis","22-08-16",4.6,"3122","3","1","2",314,198.380952380952,"Boroondara",-37.8202,145.0404
"Hawthorn","24 College St","3","h",1551000,"S","Jellis","24-09-16",4.6,"3122","3","1","1",199,103,"Boroondara",-37.8172,145.0243
"Hawthorn","74 Denham St","2","h",1535000,"S","LITTLE","25-02-17",4.6,"3122","2","1","0",243,198.380952380952,"Boroondara",-37.8198,145.0245
"Hawthorn","59 Mason St","3","h",2410000,"S","Jellis","25-02-17",4.6,"3122","3","2","0",249,171,"Boroondara",-37.8169,145.021
"Hawthorn","35 College St","3","h",2375000,"VB","Jellis","27-11-16",4.6,"3122","3","2","2",472,198.380952380952,"Boroondara",-37.8171,145.0252
"Hawthorn","12 Morang Rd","3","h",1980000,"S","Jellis","27-11-16",4.6,"3122","3","2","1",151,198.380952380952,"Boroondara",-37.8219,145.0241
"Hawthorn","151 Power St","4","h",1976000,"S","RT","27-11-16",4.6,"3122","4","2","2",410,275,"Boroondara",-37.8246,145.026
"Hawthorn","9 Power St","5","h",3750000,"PI","Marshall","28-05-16",4.6,"3122","5","3","2",827,344,"Boroondara",-37.8144,145.0279
"Hawthorn","37 Brook St","3","h",1400000,"PI","Jellis","28-08-16",4.6,"3122","3","2","1",164,126,"Boroondara",-37.8159,145.0219
"Hawthorn","17 Morang Rd","3","h",3120000,"S","Jellis","28-08-16",4.6,"3122","2","1","4",677,198.380952380952,"Boroondara",-37.8224,145.0243
"Hawthorn","27 Falmouth St","3","h",2160000,"S","Noel","30-07-16",4.6,"3122","3","2","2",387,198.380952380952,"Boroondara",-37.82,145.0421
"Heidelberg Heights","97 Edwin St","2","h",815000,"SP","Fletchers","03-09-16",10.5,"3081","2","1","2",589,120,"Banyule",-37.7501,145.0505
"Heidelberg Heights","4 Collins St","3","h",720000,"S","Barry","04-03-17",10.5,"3081","3","1","0",505,115.055,"Banyule",-37.7375,145.0555
"Heidelberg Heights","75 Haig St","4","h",1370000,"S","Miles","04-03-17",10.5,"3081","4","2","4",481,115.055,"Banyule",-37.746,145.0511
"Heidelberg Heights","1/40 St Hellier St","2","h",757000,"S","Jellis","04-03-17",10.5,"3081","2","2","2",275,115.055,"Banyule",-37.7494,145.0538
"Heidelberg Heights","2/96 Porter Rd","3","h",740600,"S","Nelson","04-06-16",10.5,"3081","3","2","2",337,115.055,"Banyule",-37.7375,145.0586
"Heidelberg Heights","59 Southern Rd","3","h",580000,"VB","Miles","04-06-16",10.5,"3081","2","1","1",577,115.055,"Banyule",-37.7428,145.0532
